"DateTime","Last Month","This Month"
"2020-02-25 23:00:00",3.39,0.64
"2020-02-26 00:00:00",2.97,0.57
"2020-02-26 01:00:00",0.67,0.56
"2020-02-26 02:00:00",0.69,0.65
"2020-02-26 03:00:00",0.62,0.59
"2020-02-26 04:00:00",0.57,0.53
"2020-02-26 05:00:00",0.61,0.7
"2020-02-26 06:00:00",0.82,1.27
"2020-02-26 07:00:00",1.12,0.86
"2020-02-26 08:00:00",0.95,0.49
"2020-02-26 09:00:00",0.7,0.51
"2020-02-26 10:00:00",1.3,0.56
"2020-02-26 11:00:00",0.63,0.61
"2020-02-26 12:00:00",0.58,0.65
"2020-02-26 13:00:00",0.89,0.7
"2020-02-26 14:00:00",1.24,0.6
"2020-02-26 15:00:00",1.31,0.48
"2020-02-26 16:00:00",1.29,0.66
"2020-02-26 17:00:00",1.34,0.86
"2020-02-26 18:00:00",2.49,0.79
"2020-02-26 19:00:00",0.98,1.99
"2020-02-26 20:00:00",0.92,1.58
"2020-02-26 21:00:00",0.65,1.02
"2020-02-26 22:00:00",0.8,0.56
"2020-02-26 23:00:00",0.72,0.52
"2020-02-27 00:00:00",0.69,1.22
"2020-02-27 01:00:00",0.68,1.3
"2020-02-27 02:00:00",0.61,0.73
"2020-02-27 03:00:00",0.55,1.17
"2020-02-27 04:00:00",0.64,0.57
"2020-02-27 05:00:00",1.1,2.51
"2020-02-27 06:00:00",0.86,1.04
